file	RefSeq_assembly_accession	species_taxid	organism_name	infraspecific_name	species	genus	family	order	class	phylum	superkingdom
GCF_900475945.1_48290_E02_genomic.gbff	GCF_900475945.1	46679	Pseudomonas mucidolens	strain=NCTC8068	Pseudomonas mucidolens	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_001686905.1_ASM168690v1_genomic.gbff	GCF_001686905.1	197	Campylobacter jejuni subsp. jejuni	strain=RM1285	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_016413685.1_ASM1641368v1_genomic.gbff	GCF_016413685.1	587753	Pseudomonas chlororaphis subsp. aureofaciens	strain=SPS-41	Pseudomonas chlororaphis	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_000737305.2_ASM73730v2_genomic.gbff	GCF_000737305.2	79880	Alkalihalobacillus clausii	strain=ENTPro	Alkalihalobacillus clausii	Alkalihalobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_000835305.1_ASM83530v1_genomic.gbff	GCF_000835305.1	197	Campylobacter jejuni subsp. jejuni	strain=00-6200	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_000835345.1_ASM83534v1_genomic.gbff	GCF_000835345.1	197	Campylobacter jejuni subsp. jejuni	strain=01-1512	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_000835365.1_ASM83536v1_genomic.gbff	GCF_000835365.1	197	Campylobacter jejuni subsp. jejuni	strain=00-0949	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_000875675.1_ASM87567v1_genomic.gbff	GCF_000875675.1	145458	Rathayibacter toxicus	strain=70137	Rathayibacter toxicus	Rathayibacter	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
GCF_000934325.3_ASM93432v3_genomic.gbff	GCF_000934325.3	1773	Mycobacterium tuberculosis variant bovis	strain=SP38	Mycobacterium tuberculosis	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria
GCF_001299595.1_ASM129959v1_genomic.gbff	GCF_001299595.1	197	Campylobacter jejuni subsp. jejuni	strain=RM3196	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001302565.1_ASM130256v1_genomic.gbff	GCF_001302565.1	1933880	Glutamicibacter halophytocola	strain=KLBMP 5180	Glutamicibacter halophytocola	Glutamicibacter	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
GCF_001686985.1_ASM168698v1_genomic.gbff	GCF_001686985.1	71433	Mesorhizobium amorphae CCNWGS0123	strain=CCNWGS0123	Mesorhizobium amorphae	Mesorhizobium	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_001717645.1_ASM171764v3_genomic.gbff	GCF_001717645.1	1280	Staphylococcus aureus	strain=5118.N	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_001721965.1_ASM172196v1_genomic.gbff	GCF_001721965.1	197	Campylobacter jejuni subsp. jejuni	strain=MTVDSCj13	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001721985.1_ASM172198v1_genomic.gbff	GCF_001721985.1	197	Campylobacter jejuni subsp. jejuni	strain=MTVDSCj16	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001722005.2_ASM172200v2_genomic.gbff	GCF_001722005.2	287	Pseudomonas aeruginosa	strain=DN1	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_002028325.1_ASM202832v1_genomic.gbff	GCF_002028325.1	76761	Pseudomonas veronii	strain=R02	Pseudomonas veronii	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_003574985.1_ASM357498v1_genomic.gbff	GCF_003574985.1	121719	Pannonibacter phragmitetus BB	strain=BB	Pannonibacter phragmitetus	Pannonibacter	Stappiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_003952245.1_ASM395224v1_genomic.gbff	GCF_003952245.1	75588	Pseudomonas libanensis	strain=DMSP-1	Pseudomonas libanensis	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_003986605.1_ASM398660v1_genomic.gbff	GCF_003986605.1	1420917	Marinobacter salarius	strain=HL2708#2	Marinobacter salarius	Marinobacter	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_009498395.1_ASM949839v1_genomic.gbff	GCF_009498395.1	1587	Lactobacillus helveticus	strain=LZ-R-5	Lactobacillus helveticus	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_013393805.1_ASM1339380v1_genomic.gbff	GCF_013393805.1	197	Campylobacter jejuni subsp. jejuni	strain=9090	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_013393825.1_ASM1339382v1_genomic.gbff	GCF_013393825.1	562	Escherichia coli	strain=FT130	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_013465795.1_ASM1346579v1_genomic.gbff	GCF_013465795.1	197	Campylobacter jejuni subsp. jejuni	strain=OBT12386	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_013466015.1_ASM1346601v1_genomic.gbff	GCF_013466015.1	197	Campylobacter jejuni subsp. jejuni	strain=OBT12393	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_013466235.1_ASM1346623v1_genomic.gbff	GCF_013466235.1	197	Campylobacter jejuni subsp. jejuni	strain=OBT12390	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_013466425.1_ASM1346642v1_genomic.gbff	GCF_013466425.1	1778	Mycobacterium gordonae	strain=24T	Mycobacterium gordonae	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria
GCF_017356945.1_ASM1735694v1_genomic.gbff	GCF_017356945.1	197	Campylobacter jejuni	strain=GB18	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_017357125.1_ASM1735712v1_genomic.gbff	GCF_017357125.1	520	Bordetella pertussis	strain=CIDM-BP3	Bordetella pertussis	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_900475275.1_42685_F01_genomic.gbff	GCF_900475275.1	1305	Streptococcus sanguinis	strain=NCTC11086	Streptococcus sanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_900638245.1_56772_F02_genomic.gbff	GCF_900638245.1	266749	Kaistella jeonii	strain=NCTC13459	Kaistella jeonii	Kaistella	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
GCF_900638385.1_57566_E02_genomic.gbff	GCF_900638385.1	51161	Actinobacillus delphinicola	strain=NCTC12871	Actinobacillus delphinicola	Actinobacillus	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_008245025.1_ASM824502v1_genomic.gbff	GCF_008245025.1	201	Campylobacter lari subsp. concheus	strain=LMG 21009	Campylobacter lari	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_000019505.1_ASM1950v1_genomic.gbff	GCF_000019505.1	95486	Burkholderia cenocepacia MC0-3	strain=MC0-3	Burkholderia cenocepacia	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_001714725.1_ASM171472v1_genomic.gbff	GCF_001714725.1	1842533	Acidovorax sp. RAC01	strain=RAC01	Acidovorax sp. RAC01	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_016766755.1_ASM1676675v1_genomic.gbff	GCF_016766755.1	33010	Cutibacterium avidum	strain=KGMB09337	Cutibacterium avidum	Cutibacterium	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria
GCF_016766955.1_ASM1676695v1_genomic.gbff	GCF_016766955.1	1496	Clostridioides difficile	strain=M120	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
GCF_016835115.1_ASM1683511v1_genomic.gbff	GCF_016835115.1	28025	Bifidobacterium animalis subsp. lactis	strain=H1	Bifidobacterium animalis	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria
GCF_900186995.1_50465_A02_genomic.gbff	GCF_900186995.1	249188	Haemophilus pittmaniae	strain=NCTC13334	Haemophilus pittmaniae	Haemophilus	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_009739675.1_ASM973967v1_genomic.gbff	GCF_009739675.1	1280	Staphylococcus aureus	strain=P2D8C1	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_011995885.1_ASM1199588v1_genomic.gbff	GCF_011995885.1	28447	Clavibacter michiganensis subsp. michiganensis	strain=VL527	Clavibacter michiganensis	Clavibacter	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
GCF_011996085.1_ASM1199608v1_genomic.gbff	GCF_011996085.1	562	Escherichia coli	strain=CAU16175	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_000959025.1_ASM95902v1_genomic.gbff	GCF_000959025.1	1963032	Bacillus intestinalis	strain=T30	Bacillus intestinalis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_003076355.1_ASM307635v1_genomic.gbff	GCF_003076355.1	28447	Clavibacter michiganensis subsp. insidiosus	strain=ATCC 10253	Clavibacter michiganensis	Clavibacter	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
GCF_003076375.1_ASM307637v1_genomic.gbff	GCF_003076375.1	1286	Staphylococcus simulans	strain=MR2	Staphylococcus simulans	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_003945385.1_ASM394538v1_genomic.gbff	GCF_003945385.1	2074	Pseudonocardia autotrophica	strain=NBRC 12743	Pseudonocardia autotrophica	Pseudonocardia	Pseudonocardiaceae	Pseudonocardiales	Actinomycetia	Actinobacteria	Bacteria
GCF_014489975.1_ASM1448997v1_genomic.gbff	GCF_014489975.1	358	Agrobacterium tumefaciens	strain=BIM B-1315G	Agrobacterium tumefaciens	Agrobacterium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_900683775.1_ASM90068377v1_genomic.gbff	GCF_900683775.1	1736	Eubacterium limosum		Eubacterium limosum	Eubacterium	Eubacteriaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
GCF_004291175.2_ASM429117v2_genomic.gbff	GCF_004291175.2	33028	Staphylococcus saccharolyticus	strain=DVP5-16-4677	Staphylococcus saccharolyticus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_004291255.1_ASM429125v1_genomic.gbff	GCF_004291255.1	1313	Streptococcus pneumoniae	strain=EF3030	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_016127735.1_ASM1612773v1_genomic.gbff	GCF_016127735.1	1303	Streptococcus oralis	strain=FDAARGOS_1075	Streptococcus oralis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_000800315.1_ASM80031v1_genomic.gbff	GCF_000800315.1	487	Neisseria meningitidis	strain=NM3682	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_003454795.1_ASM345479v1_genomic.gbff	GCF_003454795.1	1016987	Novosphingobium sp. THN1	strain=THN1	Novosphingobium sp. THN1	Novosphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_900637915.1_52941_B01_genomic.gbff	GCF_900637915.1	119981	Propionibacterium australiense	strain=NCTC13651	Propionibacterium australiense	Propionibacterium	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria
GCF_004214795.1_ASM421479v1_genomic.gbff	GCF_004214795.1	1080223	Malaciobacter pacificus	strain=LMG 26638	Malaciobacter pacificus	Malaciobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_013112035.1_ASM1311203v1_genomic.gbff	GCF_013112035.1	208479	Enterocloster bolteae	strain=CBBP-2	Enterocloster bolteae	Enterocloster	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
GCF_014131735.1_ASM1413173v1_genomic.gbff	GCF_014131735.1	1590	Lactiplantibacillus plantarum	strain=DSM 20174	Lactiplantibacillus plantarum	Lactiplantibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_016127495.1_ASM1612749v1_genomic.gbff	GCF_016127495.1	1276	Kytococcus sedentarius	strain=FDAARGOS_1061	Kytococcus sedentarius	Kytococcus	Kytococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
GCF_016904035.1_ASM1690403v1_genomic.gbff	GCF_016904035.1	573	Klebsiella pneumoniae	strain=FDAARGOS_1322	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_900636535.1_42727_A01_genomic.gbff	GCF_900636535.1	250	Chryseobacterium gleum	strain=NCTC11432	Chryseobacterium gleum	Chryseobacterium	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
GCF_900636725.1_43908_B01_genomic.gbff	GCF_900636725.1	1314	Streptococcus pyogenes	strain=NCTC8302	Streptococcus pyogenes	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_900638645.1_58635_A02_genomic.gbff	GCF_900638645.1	1750	Arachnia propionica	strain=NCTC11666	Arachnia propionica	Arachnia	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria
GCF_001307475.2_ASM130747v2_genomic.gbff	GCF_001307475.2	29459	Brucella melitensis	strain=C-573	Brucella melitensis	Brucella	Brucellaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_001314945.1_ASM131494v1_genomic.gbff	GCF_001314945.1	148814	Apilactobacillus kunkeei	strain=MP2	Apilactobacillus kunkeei	Apilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_001611015.1_ASM161101v1_genomic.gbff	GCF_001611015.1	75105	Paraburkholderia caribensis	strain=Bcrs1W	Paraburkholderia caribensis	Paraburkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_001650275.1_ASM165027v1_genomic.gbff	GCF_001650275.1	562	Escherichia coli O157	strain=180-PT54	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_900184385.1_STMU2UK_genomic.gbff	GCF_900184385.1	28901	Salmonella enterica subsp. enterica serovar Typhimurium		Salmonella enterica	Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_003610955.1_ASM361095v1_genomic.gbff	GCF_003610955.1	1423	Bacillus subtilis	strain=WB800N	Bacillus subtilis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_004011115.1_ASM401111v1_genomic.gbff	GCF_004011115.1	59737	Rathayibacter iranicus	strain=NCCPB 2253	Rathayibacter iranicus	Rathayibacter	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
GCF_001641025.1_ASM164102v1_genomic.gbff	GCF_001641025.1	1280	Staphylococcus aureus	strain=V521	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_016026575.1_ASM1602657v1_genomic.gbff	GCF_016026575.1	82135	Fannyhessea vaginae	strain=FDAARGOS_934	Fannyhessea vaginae	Fannyhessea	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria
GCF_016026615.1_ASM1602661v1_genomic.gbff	GCF_016026615.1	656	Aeromonas allosaccharophila	strain=FDAARGOS_933	Aeromonas allosaccharophila	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_016027435.1_ASM1602743v1_genomic.gbff	GCF_016027435.1	342113	Burkholderia oklahomensis	strain=FDAARGOS_900	Burkholderia oklahomensis	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_016127175.1_ASM1612717v1_genomic.gbff	GCF_016127175.1	29466	Veillonella parvula	strain=FDAARGOS_1046	Veillonella parvula	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria
GCF_016726265.1_ASM1672626v1_genomic.gbff	GCF_016726265.1	201	Campylobacter lari	strain=FDAARGOS_1101	Campylobacter lari	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001043295.1_ASM104329v1_genomic.gbff	GCF_001043295.1	235	Brucella abortus	strain=BAB8416	Brucella abortus	Brucella	Brucellaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_001274575.1_ASM127457v1_genomic.gbff	GCF_001274575.1	1422	Geobacillus stearothermophilus 10	strain=10	Geobacillus stearothermophilus	Geobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_015482825.1_ASM1548282v1_genomic.gbff	GCF_015482825.1	666	Vibrio cholerae C6706	strain=C6706	Vibrio cholerae	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_008704655.1_ASM870465v1_genomic.gbff	GCF_008704655.1	1927	Streptomyces rimosus	strain=ATCC 10970	Streptomyces rimosus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Bacteria
GCF_016495605.1_ASM1649560v1_genomic.gbff	GCF_016495605.1	346	Xanthomonas citri	strain=UnB-XtecTG02-2	Xanthomonas citri	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_902386185.1_UHGG_MGYG-HGUT-02352_genomic.gbff	GCF_902386185.1	1335613	Gordonibacter urolithinfaciens		Gordonibacter urolithinfaciens	Gordonibacter	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria
GCF_009937785.1_ASM993778v1_genomic.gbff	GCF_009937785.1	1280	Staphylococcus aureus	strain=UP_1591	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_002250075.1_ASM225007v1_genomic.gbff	GCF_002250075.1	1517	Thermoanaerobacterium thermosaccharolyticum	strain=TG57	Thermoanaerobacterium thermosaccharolyticum	Thermoanaerobacterium	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterales	Clostridia	Firmicutes	Bacteria
GCF_002197505.1_ASM219750v1_genomic.gbff	GCF_002197505.1	573	Klebsiella pneumoniae	strain=AR_0125	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_002243645.1_ASM224364v1_genomic.gbff	GCF_002243645.1	1478	Peribacillus simplex NBRC 15720 = DSM 1321	strain=DSM 1321	Peribacillus simplex	Peribacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_002246595.2_ASM224659v3_genomic.gbff	GCF_002246595.2	562	Escherichia coli	strain=ECCTRSRTH03	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_002072655.1_ASM207265v1_genomic.gbff	GCF_002072655.1	571	Klebsiella oxytoca	strain=AR_0147	Klebsiella oxytoca	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_002119645.1_ASM211964v1_genomic.gbff	GCF_002119645.1	1613	Limosilactobacillus fermentum	strain=FTDC 8312	Limosilactobacillus fermentum	Limosilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_002706665.1_ASM270666v1_genomic.gbff	GCF_002706665.1	1694	Bifidobacterium pseudolongum subsp. globosum DSM 20092	strain=DSM 20092	Bifidobacterium pseudolongum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria
GCF_001719225.1_ASM171922v1_genomic.gbff	GCF_001719225.1	1837130	Bacillus sp. FJAT-14266	strain=FJAT-14266	Bacillus sp. FJAT-14266	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_007858415.1_ASM785841v1_genomic.gbff	GCF_007858415.1	1406	Paenibacillus polymyxa	strain=ZF197	Paenibacillus polymyxa	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_014679325.1_ASM1467932v1_genomic.gbff	GCF_014679325.1	562	Escherichia coli	strain=HUE1	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_003711145.1_ASM371114v1_genomic.gbff	GCF_003711145.1	482957	Burkholderia lata	strain=A05	Burkholderia lata	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_005347525.1_ASM534752v1_genomic.gbff	GCF_005347525.1	573	Klebsiella pneumoniae	strain=CRKP I	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_013394405.1_ASM1339440v1_genomic.gbff	GCF_013394405.1	727	Haemophilus influenzae	strain=2018-Y40	Haemophilus influenzae	Haemophilus	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_002176855.1_ASM217685v1_genomic.gbff	GCF_002176855.1	33959	Lactobacillus johnsonii	strain=UMNLJ21	Lactobacillus johnsonii	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_002180055.1_ASM218005v1_genomic.gbff	GCF_002180055.1	562	Escherichia coli	strain=AR_0149	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_003316935.1_ASM331693v1_genomic.gbff	GCF_003316935.1	1598	Limosilactobacillus reuteri	strain=SKKU-OGDONS-01	Limosilactobacillus reuteri	Limosilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_003428425.1_ASM342842v1_genomic.gbff	GCF_003428425.1	158836	Enterobacter hormaechei	strain=WCHEH020038	Enterobacter hormaechei	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_004011755.1_ASM401175v1_genomic.gbff	GCF_004011755.1	2005388	Pseudomonas sp. RU47	strain=RU47	Pseudomonas sp. RU47	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_009769205.1_ASM976920v1_genomic.gbff	GCF_009769205.1	47770	Lactobacillus crispatus	strain=DC21.1	Lactobacillus crispatus	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_010586945.1_ASM1058694v1_genomic.gbff	GCF_010586945.1	1590	Lactiplantibacillus plantarum	strain=202195	Lactiplantibacillus plantarum	Lactiplantibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_013487885.1_ASM1348788v1_genomic.gbff	GCF_013487885.1	1624	Ligilactobacillus salivarius	strain=2D	Ligilactobacillus salivarius	Ligilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_014068355.1_ASM1406835v1_genomic.gbff	GCF_014068355.1	1612150	Mycoplasma tullyi	strain=56A97T	Mycoplasma tullyi	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria
GCF_014841055.1_ASM1484105v1_genomic.gbff	GCF_014841055.1	1624	Ligilactobacillus salivarius	strain=ZLp4b	Ligilactobacillus salivarius	Ligilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_009739555.1_ASM973955v1_genomic.gbff	GCF_009739555.1	747	Pasteurella multocida	strain=Q	Pasteurella multocida	Pasteurella	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_007954585.1_ASM795458v1_genomic.gbff	GCF_007954585.1	1883414	Pistricoccus aurantiacus	strain=CBA4606	Pistricoccus aurantiacus	Pistricoccus	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_007954725.1_ASM795472v1_genomic.gbff	GCF_007954725.1	46256	Weissella hellenica	strain=CBA3632	Weissella hellenica	Weissella	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_007963885.1_ASM796388v1_genomic.gbff	GCF_007963885.1	75985	Mannheimia haemolytica	strain=1451	Mannheimia haemolytica	Mannheimia	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_008033215.1_ASM803321v1_genomic.gbff	GCF_008033215.1	307502	Wolbachia endosymbiont of Drosophila ananassae	strain=W2.1	Wolbachia endosymbiont of Drosophila ananassae	Wolbachia	Anaplasmataceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_015277915.1_ASM1527791v1_genomic.gbff	GCF_015277915.1	573	Klebsiella pneumoniae	strain=M1026-3Ar	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_001047715.1_ASM104771v1_genomic.gbff	GCF_001047715.1	1639	Listeria monocytogenes	strain=CFSAN023463	Listeria monocytogenes	Listeria	Listeriaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_001584145.1_ASM158414v1_genomic.gbff	GCF_001584145.1	158899	Collimonas fungivorans	strain=Ter6	Collimonas fungivorans	Collimonas	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_002009385.1_ASM200938v1_genomic.gbff	GCF_002009385.1	1719	Corynebacterium pseudotuberculosis	strain=phoP	Corynebacterium pseudotuberculosis	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria
