phage_taxid,phage_name,phage_accession,phage_gi,phage_date,host_taxid,host_name,host_superkingdom,host_phylum,host_class,host_order,host_family,host_genus,host_species
2079284,Mycobacterium phage OldBen,NC_051693,1938366374,2018,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1052671,Mycobacterium phage Oline,NC_023711,593776411,2011,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
2250364,Mycobacterium phage OlympiaSaint,NC_051694,1938366476,2018,1763,Mycobacterium,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,
1541819,Mycobacterium phage Omnicron,NC_028832,971747795,2014,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
2178922,Mycobacterium phage Oogway,NC_052451,1959152755,2018,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
373409,Mycobacterium phage Orion,NC_008197,109391846,2006,1763,Mycobacterium,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,
373409,Mycobacterium phage Orion,NC_008197,109391846,2006,1772,Mycolicibacterium smegmatis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1035482,Mycobacterium phage OSmaximus,NC_028803,971744618,2011,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1673889,Mycobacterium phage Ovechkin,NC_028937,971757693,2015,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
2126954,Mycobacterium phage OwlsT2W,NC_051695,1938366584,2018,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1897542,Mycobacterium phage PacerPaul,NC_052452,1959152888,2016,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1821537,Mycobacterium phage Panchino,NC_031281,1070620113,2016,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
2094139,Mycobacterium phage Paola,NC_051595,1938306035,2018,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1873891,Mycobacterium phage Papez,NC_031041,1070066164,2016,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1383056,Mycobacterium phage Papyrus,NC_022053,530545183,2013,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1718171,Mycobacterium phage Pari,NC_028874,971751030,2015,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1074308,Mycobacterium phage Patience,NC_023691,593774520,2011,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
2530139,Mycobacterium phage Patt,NC_051592,1938305756,2019,1772,Mycolicibacterium smegmatis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1327773,Mycobacterium phage PattyP,NC_021297,508177514,2013,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
373410,Mycobacterium phage PBI1,NC_008198,109522776,2006,1763,Mycobacterium,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,
373410,Mycobacterium phage PBI1,NC_008198,109522776,2006,1772,Mycolicibacterium smegmatis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1325953,Mycobacterium phage PegLeg,NC_021299,508177859,2013,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1735466,Mycobacterium phage Pepe,NC_028680,966199781,2015,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1927018,Mycobacterium phage Petruchio,NC_052453,1959153025,2016,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
213236,Mycobacterium phage PG1,NC_005259,38638403,2002,1763,Mycobacterium,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,
546184,Mycobacterium phage Phaedrus,NC_011057,194303197,2008,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1486426,Mycobacterium phage Phantastic,NC_024148,640885266,2014,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
2041544,Mycobacterium phage Phasih,NC_051696,1938366688,2017,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1391181,Mycobacterium phage PhatBacter,NC_022969,563397724,2013,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1698356,Mycobacterium phage Phatniss,NC_028844,971748628,2015,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1327937,Mycobacterium phage Phaux,NC_021311,508180789,2013,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1647302,Mycobacterium phage Phayonce,NC_028796,971744022,2015,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1383055,Mycobacterium phage Phelemich,NC_022063,530546233,2013,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
2575357,Mycobacterium phage Phineas,NC_051733,1938375196,2019,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1034143,Mycobacterium phage Phipps,NC_028942,971758394,2011,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1690684,Mycobacterium phage Phlei,NC_028662,966198157,2015,1771,Mycolicibacterium phlei,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium phlei
591487,Mycobacterium phage Phlyer,NC_012027,222435670,2009,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1567451,Mycobacterium phage Phoxy,KP017310,735998139,2014,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1821541,Mycobacterium phage Phrann,NC_031266,1070639874,2016,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1354512,Mycobacterium phage PhrostyMug,NC_022329,543170916,2013,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1327774,Mycobacterium phage Phrux,NC_021309,508180091,2013,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1235693,Mycobacterium phage Piglet,JX649097,1340365336,2012,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1498204,Mycobacterium phage Pinto,NC_024368,658311079,2014,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1089131,Mycobacterium phage Pio,JN699013,354998187,2011,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1698417,Mycobacterium phage Pioneer,NC_028965,971761368,2015,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
373413,Mycobacterium phage Pipefish,NC_008199,109521840,2006,1763,Mycobacterium,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,
373413,Mycobacterium phage Pipefish,NC_008199,109521840,2006,1772,Mycolicibacterium smegmatis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
2517966,Mycobacterium phage Piper2020,NC_051697,1938366789,2019,1772,Mycolicibacterium smegmatis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
2079571,Mycobacterium phage Pippin,NC_052454,1959153160,2018,1772,Mycolicibacterium smegmatis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
2079571,Mycobacterium phage Pippin,NC_052454,1959153160,2018,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1983576,Mycobacterium phage Pippy,NC_051698,1938366888,2017,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1567474,Mycobacterium phage Pipsqueak,KP027208,746946897,2014,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1821540,Mycobacterium phage Pipsqueaks,NC_042055,1631939146,2016,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1527520,Mycobacterium phage Piro94,NC_028794,971743873,2014,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
2283258,Mycobacterium phage Pita2,NC_052455,1959153298,2018,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1079895,Mycobacterium phage Pleione,NC_023737,593779948,2011,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
373411,Mycobacterium phage PLot,NC_008200,109522567,2006,1763,Mycobacterium,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,
373411,Mycobacterium phage PLot,NC_008200,109522567,2006,1772,Mycolicibacterium smegmatis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
2500793,Mycobacterium phage Poenanya,NC_051699,1938366992,2018,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
2584498,Mycobacterium phage Polka14,NC_051700,1938367100,2019,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
2502448,Mycobacterium phage Pollywog,NC_051701,1938367209,2019,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1675554,Mycobacterium phage Pops,NC_028681,966199868,2015,1772,Mycolicibacterium smegmatis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1675554,Mycobacterium phage Pops,NC_028681,966199868,2015,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1698712,Mycobacterium phage PopTart,NC_028961,971760995,2015,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1552733,Mycobacterium phage Power,KM463009,694817884,2014,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
543153,Mycobacterium phage Predator,NC_011039,194100609,2008,1772,Mycolicibacterium smegmatis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
2081627,Mycobacterium phage Priscilla,NC_051702,1938367315,2018,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
2484215,Mycobacterium phage Prithvi,NC_051626,1938309047,2018,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
663558,Mycobacterium phage Puhltonio,GQ303264,255928220,2009,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
2593351,Mycobacterium phage Purky,NC_051739,1938375678,2019,1772,Mycolicibacterium smegmatis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
2664226,Mycobacterium phage Quesadilla,NC_051584,1938304972,2019,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
2301570,Mycobacterium phage QuickMath,NC_051703,1938367421,2018,1763,Mycobacterium,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,
1675555,Mycobacterium phage Quico,NC_028751,971483026,2015,1772,Mycolicibacterium smegmatis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1675555,Mycobacterium phage Quico,NC_028751,971483026,2015,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1354514,Mycobacterium phage Quink,NC_022330,543171015,2013,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1551642,Mycobacterium phage QuinnKiro,KM592966,694817796,2014,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
373414,Mycobacterium phage Qyrzula,NC_008204,109521758,2006,1763,Mycobacterium,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,
373414,Mycobacterium phage Qyrzula,NC_008204,109521758,2006,1772,Mycolicibacterium smegmatis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
2502444,Mycobacterium phage Rajelicia,NC_052456,1959153428,2019,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1035483,Mycobacterium phage Rakim,JN006062,339752508,2011,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
2301556,Mycobacterium phage Rando14,NC_051596,1938306128,2018,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1079894,Mycobacterium phage Redi,NC_023730,593779232,2011,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1340709,Mycobacterium phage Redno2,NC_022066,530546568,2013,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
711470,Mycobacterium phage RedRock,NC_025444,712914056,2009,1763,Mycobacterium,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,
711470,Mycobacterium phage RedRock,NC_025444,712914056,2009,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
2079285,Mycobacterium phage Rem711,NC_051725,1938373567,2018,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
2301701,Mycobacterium phage Renaud18,NC_048729,1859652741,2018,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1340828,Mycobacterium phage Reprobate,NC_022064,530546329,2013,1763,Mycobacterium,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,
1340828,Mycobacterium phage Reprobate,NC_022064,530546329,2013,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1034115,Mycobacterium phage Rey,NC_041971,1631927179,2011,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
2488788,Mycobacterium phage Rhynn,NC_052457,1959153555,2018,1772,Mycolicibacterium smegmatis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
2488788,Mycobacterium phage Rhynn,NC_052457,1959153555,2018,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1458846,Mycobacterium phage RhynO,NC_023609,589893688,2014,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1071506,Mycobacterium phage RidgeCB,NC_023710,593776316,2011,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
2530144,Mycobacterium phage Ringer,NC_052458,1959153683,2019,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
2027900,Mycobacterium phage RitaG,NC_051704,1938367527,2017,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
546806,Mycobacterium phage Rizal,NC_011272,203457352,2008,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1034144,Mycobacterium phage Rockstar,NC_042036,1631936784,2011,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
2250427,Mycobacterium phage Rohr,NC_052459,1959153814,2018,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1555234,Mycobacterium phage RonRayGun,KM591905,695255755,2014,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
205874,Mycobacterium phage Rosebush,NC_004684,29566193,2002,1763,Mycobacterium,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,
205874,Mycobacterium phage Rosebush,NC_004684,29566193,2002,1772,Mycolicibacterium smegmatis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
2768139,Mycobacterium phage Royals2015,NC_051705,1938367631,2020,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1698441,Mycobacterium phage Rufus,NC_028810,971745346,2015,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
2099448,Mycobacterium phage Ruotula,NC_052460,1959153951,2018,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
2530146,Mycobacterium phage Rutherferd,NC_052461,1959154088,2019,1772,Mycolicibacterium smegmatis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1445728,Mycobacterium phage Saal,NC_023580,589891227,2014,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1211284,Mycobacterium phage Sabertooth,JX307703,407437783,2012,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
2656602,Mycobacterium phage Sagefire,NC_052462,1959154217,2019,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
2315616,Mycobacterium phage Saguaro,NC_051583,1938304878,2018,1772,Mycolicibacterium smegmatis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
2250367,Mycobacterium phage Sandalphon,NC_051706,1938367741,2018,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1340827,Mycobacterium phage SarFire,NC_022324,543170398,2013,1763,Mycobacterium,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,
1340827,Mycobacterium phage SarFire,NC_022324,543170398,2013,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1354513,Mycobacterium phage SargentShorty9,KF279416,537908270,2013,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1958910,Mycobacterium phage SassyB,NC_051707,1938367846,2017,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
1567475,Mycobacterium phage Sbash,NC_026589,764159975,2014,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
701455,Mycobacterium phage Scoot17C,GU247134,282721483,2009,246196,Mycolicibacterium smegmatis MC2 155,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
